4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
4.556529521942138672e-01 1.426459997892379761e-01 -6.380215054377913475e-04 -6.897541228681802750e-03 3.786504641175270081e-02 3.878006339073181152e-02 3.878967091441154480e-02 3.887442126870155334e-02
